benchmark,methods,pop_size,generations,run ke-1,run ke-2,run ke-3,run ke-4,run ke-5,run ke-6,run ke-7,run ke-8,run ke-9,run ke-10,run ke-11,run ke-12,run ke-13,run ke-14,run ke-15,run ke-16,run ke-17,run ke-18,run ke-19,run ke-20
X-n502-k39,CA-KNN2,100,31,78338.789,76669.475,79146.922,76534.672,79551.092,76756.657,78538.985,78068.593,78455.42,76747.694,76356.361,76355.349,75563.964,77539.128,79295.034,77237.256,78167.118,79710.095,78418.736,77503.514
X-n502-k39,CA-KNN2,100,32,77849.626,76224.892,78793.432,76649.599,79647.314,76549.321,78504.318,77969.981,78421.322,76614.849,76406.545,76190.137,75540.807,77243.697,79639.666,76419.365,77604.034,79666.472,78686.269,77617.774
X-n502-k39,CA-KNN2,100,33,78224.937,75894.57,78641.473,76719.846,79157.868,76567.623,79491.947,78038.279,78382.476,76607.612,76268.044,76196.923,75200.649,76935.982,79448.318,76092.669,77213.061,80106.131,78566.158,77538.752
X-n502-k39,CA-KNN2,100,34,78027.008,75827.794,77843.902,76678.655,79379.462,76776.222,78913.572,78043.863,78527.787,76404.253,76129.274,76032.481,75239.225,76920.171,79321.17,76149.39,77477.708,79213.272,78032.035,77877.777
X-n502-k39,CA-KNN2,100,35,77778.736,75926.444,77796.443,76504.746,79052.257,76685.109,78920.166,77699.834,78142.813,76407.172,76174.296,75899.286,75376.467,76749.583,78863.382,76107.374,77448.283,79742.402,78155.187,76978.92
X-n502-k39,CA-KNN2,100,36,77522.272,75915.057,77821.39,76490.682,79131.447,76689.16,78924.318,77237.809,77934.103,76274.603,76218.948,75867.163,75555.376,76861.127,78835.901,76082.771,77006.937,79689.704,77973.87,77078.194
X-n502-k39,CA-KNN2,100,37,77775.157,75910.514,77476.704,76366.203,79016.822,76723.012,78365.019,77152.325,77781.35,76346.765,76089.156,75801.538,75978.39,76832.516,78603.993,75961.764,76852.607,79652.494,77726.541,77159.67
X-n502-k39,CA-KNN2,100,38,78034.802,75906.662,77605.345,76328.005,78830.444,76866.102,78351.494,77079.24,77700.798,76323.202,75905.101,75733.674,75771.247,76830.643,78656.811,75881.227,76691.109,79467.371,77611.476,77172.002
X-n502-k39,CA-KNN2,100,39,77966.979,75870.632,77401.081,76228.044,78915.13,76663.164,77942.699,77045.445,77422.855,76101.691,75816.548,75885.888,75638.607,76949.415,78704.932,76104.916,76847.37,79256.739,77843.811,77040.49
X-n502-k39,CA-KNN2,100,40,77521.19,75870.475,77089.712,76159.173,79176.478,76462.938,77443.484,77088.331,77342.005,76227.652,75721.006,76014.204,75718.379,76907.675,78972.574,75836.12,76948.234,78187.297,77818.673,77239.515
X-n502-k39,CA-KNN2,100,41,77415.001,75793.529,77019.3,76224.436,79174.392,76381.961,77352.068,77207.947,77089.159,76295.554,75787.211,75968.284,75429.824,76968.041,78736.51,75727.254,76821.604,77912.008,77944.612,77052.766
X-n502-k39,CA-KNN2,100,42,77478.561,75779.654,77093.149,76205.645,79125.269,76475.213,76861.576,76970.259,77188.011,76334.471,75928.03,75897.322,75339.082,77048.802,78488.416,75900.278,76861.593,77884.858,77748.216,76918.563
X-n502-k39,CA-KNN2,100,43,77668.137,75830.01,76981.469,76002.22,79255.543,76291.712,76758.486,76923.788,77285.81,76417.099,76147.418,76012.056,75241.842,77183.298,78430.608,75839.189,76919.01,77808.979,77387.241,76849.085
X-n502-k39,CA-KNN2,100,44,77550.396,75747.72,76823.643,76154.243,79123.444,76384.36,76467.051,76880.283,77263.429,76183.514,76238.137,75828.993,75295.201,77167.877,78553.051,75929.344,76905.517,77490.774,77178.035,77054.947
X-n502-k39,CA-KNN2,100,45,77336.943,75758.745,76716.895,76227.182,79107.021,76319.417,76344.274,77114.425,77269.257,76089.923,76138.7,75818.456,75230.602,77131.552,78458.71,75829.339,76716.712,77594.996,77262.136,77051.163
X-n502-k39,CA-KNN2,100,46,77509.06,75909.399,76729.194,76316.072,78990.164,76068.697,76374.339,77085.471,77427.672,76165.283,76351.405,75780.106,75095.592,77145.99,78302.249,75652.113,76650.041,77876.204,77231.073,77014.341
X-n502-k39,CA-KNN2,100,47,77458.854,75854.227,76682.466,76083.497,78758.967,75995.257,76424.272,77214.05,77188.523,76073.573,76222.134,75696.53,75092.172,76822.751,78257.341,75709.923,76802.939,77835.526,77084.798,77037.378
X-n502-k39,CA-KNN2,100,48,77465.499,75698.063,76493.87,76128.844,78585.935,76054.713,76376.647,77071.035,77399.806,76165.021,76232.416,75995.15,74860.225,76841.75,78195.105,75678.971,76815.562,77684.235,77002.101,76841.957
X-n502-k39,CA-KNN2,100,49,77243.293,75650.787,76533.237,76028.641,78529.491,76007.363,76268.497,77281.994,77095.7,76060.964,75968.502,75965.28,74924.366,76848.506,78247.734,75469.249,76740.882,77857.333,76937.761,76974.796
X-n502-k39,CA-KNN2,100,50,77389.632,75568.904,76601.942,76023.826,78630.88,75855.761,76306.711,77113.539,77331.674,76192.01,75996.432,75946.13,74860.812,76851.72,78255.782,75575.518,76590.097,77855.593,76995.742,76807.541
X-n502-k39,CA-KNN3,100,1,78621.511,78839.275,78800.716,78382.452,78699.769,78617.425,78936.15,78840.721,78705.923,78942.926,78532.321,78433.804,78859.264,78676.762,78932.913,79080.999,78438.899,78454.487,78524.704,78737.232
X-n502-k39,CA-KNN3,100,2,79208.097,79923.504,79148.354,79371.549,79682.589,79483.807,79898.443,79953.174,79702.332,79482.434,79681.417,79262.509,79611.011,79715.545,79666.757,79968.546,79335.953,79486.838,79531.711,79649.705
X-n502-k39,CA-KNN3,100,3,79975.063,81122.134,79576.385,79974.028,80719.58,79904.568,80178.306,80380.808,80436.854,79945.555,80361.958,79958.91,80291.45,81008.891,80278.854,80669.237,80031.378,80637.825,80487.946,80392.23
X-n502-k39,CA-KNN3,100,4,80910.099,81864.141,80591.256,80387.408,81546.721,80887.04,80567.657,80604.643,81163.66,80490.811,80821.132,80058.475,80816.3,81797.248,81357.211,80789.066,80901.054,81062.685,80693.311,80728.888
X-n502-k39,CA-KNN3,100,5,81204.313,83146.588,81051.785,80977.318,81880.546,82021.727,81421.11,81080.545,81801.996,80654.388,81765.206,80697.467,81492.37,82686.019,82247.199,81308.89,82043.818,81678.588,81457.239,81305.097
X-n502-k39,CA-KNN3,100,6,81827.531,83439.248,81172.197,81200.038,83342.672,82242.86,81919.341,81540.953,81407.318,81601.49,82349.079,81085.334,81756.712,82299.414,81942.528,81537.214,82633.2,82001.013,81911.983,81153.23
X-n502-k39,CA-KNN3,100,7,82719.773,84035.291,82322.999,81969.608,83795.964,82479.399,82351.381,82297.117,82086.377,82113.117,82522.555,81371.802,82589.86,83091.912,82634.174,82030.409,82136.169,82235.868,82594.205,81593.066
X-n502-k39,CA-KNN3,100,8,83584.401,83666.092,82311.244,82136.909,85018.006,82473.732,82569.5,82551.183,82434.134,83272.234,82938.002,80926.107,83574.799,83743.509,83414.375,82175.405,82505.872,82217.281,82631.123,81850.514
X-n502-k39,CA-KNN3,100,9,84262.447,83523.3,81970.273,82528.412,84523.407,83015.325,83149.309,82988.732,83073.258,84124.474,83173.084,80993.161,83693.68,83962.283,83026.724,82470.619,82547.622,82766.409,83109.691,82036.697
X-n502-k39,CA-KNN3,100,10,83806.95,83385.267,81995.034,83037.842,84820.013,83693.442,82592.647,83157.823,82846.397,84312.751,82650.048,81075.41,83439.421,83648.94,83372.573,82653.168,82702.789,82051.348,83459.708,81745.331
X-n502-k39,CA-KNN3,100,11,83031.158,84227.666,82390.736,83780.964,85092.633,82884.853,83774.372,83078.295,83377.469,84167.541,83237.269,81749.047,82673.915,83186.623,83145.347,83696.758,82150.001,82247.992,84194.926,81494.749
X-n502-k39,CA-KNN3,100,12,82795.145,84750.799,81846.378,83566.378,85580.022,82384.301,84543.748,83075.533,84226.546,84305.881,82649.834,82274.809,81636.934,83944.582,83060.155,82996.704,82340.639,81786.842,83587.525,81413.763
X-n502-k39,CA-KNN3,100,13,83056.897,85055.469,81935.151,84167.167,86251.346,81921.456,83681.315,83451.606,83937.574,84196.003,82646.444,82493.579,81193.201,83575.459,84002.171,83713.375,82599.448,80130.519,83919.106,81702.681
X-n502-k39,CA-KNN3,100,14,83286.379,84652.916,81196.849,84176.13,86014.592,82178.448,84149.501,83033.776,83502.866,83920.585,82976.242,82807.573,81133.868,84503.095,84297.791,83385.98,82069.441,80173.372,84188.265,81000.6
X-n502-k39,CA-KNN3,100,15,83145.457,84425.318,80802.767,82724.676,85590.464,82436.062,82968.91,83843.093,83769.421,83556.708,83816.665,82470.276,81385.331,84514.652,84182.583,83214.808,82084.266,79829.55,83551.775,80864.893
X-n502-k39,CA-KNN3,100,16,84327.99,84425.536,81021.952,82723.062,85606.402,82481.937,82413.796,83846.318,83961.781,83984.45,84202.925,82417.682,81200.945,83390.327,83591.967,83296.731,82274.153,79717.58,83501.52,81214.517
X-n502-k39,CA-KNN3,100,17,84781.796,83333.975,80753.664,81996.208,84938.06,82966.077,82422.576,84873.164,83381.797,83786.538,84580.936,81609.958,80957.697,83449.646,82683.012,82531.41,81963.465,79256.507,82753.052,80992.571
X-n502-k39,CA-KNN3,100,18,84513.81,83234.347,80346.634,81879.801,84844.343,82043.436,82296.364,84967.231,83317.373,84179.318,85398.853,80419.631,81332.123,83282.791,81548.935,83473.734,81383.083,78952.273,82759.619,80882.418
X-n502-k39,CA-KNN3,100,19,84523.203,82679.09,79923.029,80673.402,84390.811,81300.408,82527.276,85076.024,83711.27,83717.935,83875.776,80129.347,80891.588,83165.092,81416.476,83275.945,81103.964,78175.225,82774.347,80857.288
X-n502-k39,CA-KNN3,100,20,83700.88,83035.498,79834.747,81038.695,84271.097,81187.039,81045.395,84602.516,84191.69,84033.579,83529.316,79687.314,80791.61,82568.694,81539.929,82943.257,80872.663,77987.368,82820.835,81141.664
X-n502-k39,CA-KNN3,100,21,83143.228,82141.789,80252.629,80914.055,84147.853,80618.422,80058.676,84710.299,83640.557,83536.275,83547.069,79247.914,80343.399,82358.776,80379.041,82980.593,81479.337,77802.504,82529.009,79764.691
X-n502-k39,CA-KNN3,100,22,82975.105,81628.053,80694.991,79742.253,84541.376,79988.291,79704.481,84602.551,83178.016,83247.584,82496.121,79222.467,79698.974,82358.951,79932.315,82625.123,80776.108,77736.813,82910.057,79482.583
X-n502-k39,CA-KNN3,100,23,81213.441,80761.973,80879.647,79381.703,84118.862,79919.316,79916.245,84641.066,83203.551,83042.193,81919.032,79074.611,79470.688,82195.771,79733.568,81385.283,80485.552,77678.97,82363.999,80100.123
X-n502-k39,CA-KNN3,100,24,80692.697,80829.996,80357.465,79266.498,84572.136,79892.986,79837.436,84612.122,82359.785,82781.074,81235.975,78761.244,79435.271,82343.24,79729.329,80796.735,80027.957,77723.346,82157.727,79821.347
X-n502-k39,CA-KNN3,100,25,80502.046,80603.852,79967.511,79470.731,84138.558,79282.332,79444.925,84504.898,82303.672,82966.363,80720.075,78617.37,79617.805,82170.006,79584.29,80545.476,79773.503,77574.481,82415.31,78989.47
X-n502-k39,CA-KNN3,100,26,80760.35,80607.885,79827.757,79372.428,83358.667,79376.023,78964.029,84147.433,81453.629,83117.028,81079.835,78375.227,80020.255,82127.985,79935.164,80374.741,79587.344,77608.493,82730.635,78812.56
X-n502-k39,CA-KNN3,100,27,80747.292,80385.331,79773.416,79118.778,83065.714,79601.018,79018.766,83666.051,81357.858,83010.99,81356.658,78362.721,79989.552,82039.899,80195.119,80236.708,79770.737,77477.549,82299.367,78559.348
X-n502-k39,CA-KNN3,100,28,80399.063,80356.165,79646.26,79052.8,82646.47,79597.754,78809.603,83737.12,80710.567,82689.255,81146.801,78268.33,79885.456,82112.38,79836.846,80627.404,79647.393,77454.447,82275.561,78616.814
X-n502-k39,CA-KNN3,100,29,80057.019,80009.98,79613.976,78866.757,82616.271,78840.365,78839.066,83863.751,80336.622,81804.108,80857.103,78163.064,79649.463,82120.685,80063.307,80511.43,79502.815,77467.189,81699.044,78654.599
X-n502-k39,CA-KNN3,100,30,79945.711,79665.143,79645.879,78872.576,82748.004,78796.529,78522.973,83535.405,80609.149,81737.871,81118.598,78417.882,79774.335,82495.609,79917.687,80208.158,79488.423,77611.91,81629.448,78490.948
X-n502-k39,CA-KNN3,100,31,79568.502,79789.288,79513.828,78632.011,82595.692,78460.714,78499.766,84158.931,80461.394,81630.838,80576.115,78826.645,79825.747,81727.041,79657.151,80210.213,79225.939,77358.807,81119.76,78296.054
X-n502-k39,CA-KNN3,100,32,79593.303,79442.865,79411.911,78562.582,82244.202,78621.606,78497.93,83445.438,80192.199,81264.743,80705.046,78828.49,79533.623,81639.729,79472.277,80134.731,79427.4,77599.211,80474.894,78203.407
X-n502-k39,CA-KNN3,100,33,79448.422,79478.418,79346.534,78435.621,81971.59,78328.146,78396.445,83066.194,80206.201,81481.174,80408.46,78567.499,79479.588,81356.786,79285.125,80481.617,79399.956,77622.308,80534.19,78145.333
X-n502-k39,CA-KNN3,100,34,79442.768,79716.965,79153.868,78231.223,81894.32,78344.641,78355.463,83823.621,80016.329,81110.772,79997.191,78443.842,78983.444,81051.301,79525.808,79873.617,79437.269,77477.164,80610.381,77984.595
X-n502-k39,CA-KNN3,100,35,79529.712,79490.963,79049.506,78269.521,81860.923,78137.473,78428.013,83818.168,79877.157,80921.064,79654.88,78429.347,78999.871,80164.206,79826.543,79872.815,79525.754,77463.6,80618.301,78086.997
X-n502-k39,CA-KNN3,100,36,79410.491,79278.713,78844.133,78257.835,82137.948,78136.287,78416.709,83876.686,79475.072,80515.563,79587.313,78119.85,78974.675,80208.099,80011.82,79729.351,79644.845,77495.343,80603.039,78103.302
X-n502-k39,CA-KNN3,100,37,79110.747,79329.849,78623.845,78104.768,81833.944,78109.516,78464.077,83080.787,79442.509,80628.79,79235.276,77930.101,78841.227,79637.014,79757.532,79242.721,79769.672,77462.832,80257.624,77905.69
X-n502-k39,CA-KNN3,100,38,79057.074,79300.348,78329.242,78029.563,81557.469,78156.099,78544.188,82998.293,79512.504,80249.252,78857.862,77988.549,78898.634,79601.149,79535.259,78905.39,79407.249,77684.632,79717.934,78015.983
X-n502-k39,CA-KNN3,100,39,79068.011,79402.728,78402.415,78059.735,81386.307,77925.857,78463.66,81873.411,79398.109,80235.314,78766.143,78092.953,78860.989,79446.894,79278.316,78952.733,79508.225,77786.174,79831.057,78058.027
X-n502-k39,CA-KNN3,100,40,79132.956,79382.515,78284.165,78120.23,81468.742,77908.417,78581.491,81965.316,79229.554,80288.628,78950.15,78225.431,78845.513,79421.613,79279.954,78675.887,79040.763,77652.525,79773.574,78174.817
X-n502-k39,CA-KNN3,100,41,79049.115,79421.167,78391.291,78174.661,81537.044,77788.046,78486.419,80636.243,79055.292,80241.295,78886.101,78102.592,79079.922,79362.42,79122.402,78422.689,78828.002,77543.566,79945.549,78293.088
X-n502-k39,CA-KNN3,100,42,79080.856,79111.163,78361.647,78129.522,81215.456,77859.252,78677.535,80574.296,78923.771,80033.03,79151.64,78025.814,79000.949,79335.895,78945.959,78292.952,78838.405,77321.531,79509.283,78104.769
X-n502-k39,CA-KNN3,100,43,79067.47,78959.832,78442.554,78040.532,81155.643,77809.584,78685.574,80650.683,78745.533,79919.515,79130.624,78008.443,79043.062,79305.548,78872.887,78316.83,78503.956,77464.976,79669.287,78116.994
X-n502-k39,CA-KNN3,100,44,79140.479,78992.193,78233.549,78143.369,81254.081,77859.309,78767.376,80406.014,78830.99,79758.986,78981.526,77932.513,79143.989,79527.511,78680.075,78275.811,78707.811,77237.95,79628.619,78127.597
X-n502-k39,CA-KNN3,100,45,79045.704,78911.562,78286.861,78108.491,81208.303,77988.572,78619.077,80267.781,78930.138,79760.881,78997.053,78206.471,78963.008,79433.121,78738.562,78363.297,78633.264,77154.527,79315.896,77954.22
X-n502-k39,CA-KNN3,100,46,78984.417,79082.353,78450.936,78192.108,81044.617,77895.117,78646.011,80406.587,79029.907,79751.448,78911.777,78219.692,79130.69,79236.988,78705.937,78439.309,78921.623,77133.787,79342.022,78065.905
X-n502-k39,CA-KNN3,100,47,79023.997,78980.328,78525.896,78213.934,81009.088,77951.537,78537.3,80278.271,78936.646,79689.755,78864.957,78515.032,78885.336,78976.001,78581.807,78486.894,78804.171,77169.162,79404.681,78030.752
X-n502-k39,CA-KNN3,100,48,78886.027,78960.394,78481.06,78120.488,81049.128,77726.338,78390.732,80510.871,78987.187,79654.834,78965.921,78175.098,78713.421,79114.543,78610.863,78332.773,78610.864,77249.663,79145.037,78099.722
X-n502-k39,CA-KNN3,100,49,78867.861,79199.941,78632.788,77876.82,80720.934,77852.608,78335,80546.697,78964.881,79677.319,78957.433,78148.939,78621.463,79047.659,78622.216,78481.798,78689.522,77299.273,79475.719,78026.645
X-n502-k39,CA-KNN3,100,50,79006.783,79307.477,78533.254,77907.643,80563.828,77763.971,78293.369,80103.528,79239.736,79693.946,78845.995,78172.071,78427.432,78844.408,78584.131,78745.326,78835.652,77461.158,79612.049,78085.346
X-n502-k39,CA-KNN4,100,1,81074.522,80560.136,80860.301,80716.436,81037.173,80828.296,81017.466,80858.514,80766.299,80728.343,80855.776,81252.454,80780.449,80661.752,80668.287,81061.681,80352.874,80795.012,80684.869,80797.089
X-n502-k39,CA-KNN4,100,2,81651.695,81205.33,81062.297,81693.687,81508.446,81865.588,81942.066,81744.413,81773.006,82177.946,81887.318,82547.136,81489.71,81246.886,81336.285,81612.443,81040.687,82255.316,81217.167,82085.415
X-n502-k39,CA-KNN4,100,3,82143.714,82001.874,81844.999,82399.737,82266.2,83223.057,82079.638,82299.059,82955.989,82721.95,82901.213,83218.633,82380.718,81652.969,81894.362,82214.97,81927.079,82821.852,81790.2,82407.305
X-n502-k39,CA-KNN4,100,4,83105.092,82531.211,81930.784,83292.648,82668.35,83173.597,82446.761,82637.384,83353.382,83198.25,84089.165,83883.144,82585.239,82334.313,82277.87,82596.133,82131.3,83247.112,82119.291,83531.438
X-n502-k39,CA-KNN4,100,5,83020.151,83046.345,82419.893,83430.081,82984.051,84380.43,82841.103,83041.224,83024.751,84063.637,84820.266,83732.918,83590.716,82535.3,82772.658,83162.267,82276.817,83606.157,82274.055,83811.51
X-n502-k39,CA-KNN4,100,6,83328.799,83714.612,83017.69,83316.336,83243.085,84540.332,83601.429,83025.187,83972.427,83919.979,84963.038,83492.864,83487.894,83849.834,83647.217,83772.11,83216.927,84165.449,83498.546,84104.534
X-n502-k39,CA-KNN4,100,7,83836.255,83585.036,83023.362,83442.195,82756.048,85023.885,83879.718,82846.69,84533.967,83915.732,85248.775,84041.488,83939.733,83906.835,84041.912,84546.638,83292.068,84752.385,82964.672,83806.949
X-n502-k39,CA-KNN4,100,8,84323.812,83378.862,83485.06,83674.986,82233.047,84827.856,83410.481,83513.15,84624.933,83706.954,85952.075,84588.811,84700.845,84220.655,84707.515,84656.197,84207.105,84790.737,83210.051,84099.513
X-n502-k39,CA-KNN4,100,9,84407.545,83567.827,83810.498,83506.788,81890.708,84347.335,84064.5,84005.702,85227.833,83207.965,86143.906,85618.414,84316.387,84835.948,85336.481,85587.066,84980.464,84993.611,83442.105,84495.458
X-n502-k39,CA-KNN4,100,10,83917.443,83875.432,83663.975,83783.776,82053.835,84811.901,84942.171,84154.364,85084.747,83745.924,86069.806,86103.746,84554.425,85264.773,85133.488,86272.333,85208.444,85442.514,82881.264,84003.655
X-n502-k39,CA-KNN4,100,11,84018.502,84304.193,84454.394,84034.894,81723.409,85678.03,84687.421,84380.71,85315.908,84464.801,85636.668,86970.19,84972.834,86114.161,84741.644,85539.421,84378.466,84892.676,82752.168,84709.295
X-n502-k39,CA-KNN4,100,12,84284.821,84301.908,83576.443,84591.74,81006.186,85489.711,85238.757,84990.03,84409.276,84087.589,85701.26,87409.923,84669.685,85110.392,84084.038,85726.742,83892.734,84982.098,81844.52,84485.776
X-n502-k39,CA-KNN4,100,13,84517.761,84147.492,84161.414,84947.184,81373.283,84266.821,85457.313,84456.974,85273.387,84349.352,85559.707,86522.652,84273.024,85307.308,83391.911,86115.15,83960.76,84369.421,81269.312,83665.981
X-n502-k39,CA-KNN4,100,14,84059.562,85323.398,84129.806,84343.709,81020.41,83722.58,85340.999,85321.439,85601.869,85366.046,85400.594,86658.197,84123.644,84832.154,82198.795,85785.334,83394.442,85123.221,81417.171,83935.836
X-n502-k39,CA-KNN4,100,15,83511.222,84893.927,83035.209,84324.032,80819.531,84130.772,84835.067,84452.414,85754.954,84085.183,86241.47,87146.315,84432.337,84292.477,82512.367,85415.705,83123.239,85263.057,80880.45,83464.806
X-n502-k39,CA-KNN4,100,16,84114.577,84174.663,83038.465,84029.752,80236.612,84105.683,84601.972,82854.4,85197.792,84150.837,85762.273,87502.928,84624.701,83631.495,82000.778,85396.998,82826.271,85773.123,81450.03,83195.532
X-n502-k39,CA-KNN4,100,17,83346.218,84972.332,82581.478,83151.945,80017.078,83771.551,84851.261,82573.457,85683.642,83207.619,85224.938,87093.141,84878.981,84078.071,82248.108,85366.437,82439.751,84523.674,81144.144,82465.201
X-n502-k39,CA-KNN4,100,18,83464.747,84758.688,81916.28,82669.483,79382.38,83626.139,84601.157,83019.829,85557.005,84115.389,85320.506,85958.92,83071.89,84340.937,81557.454,85594.395,82196.592,84543.363,80967.47,81593.913
X-n502-k39,CA-KNN4,100,19,82959.658,84710.427,81270.328,82481.137,79309.103,82544.964,84671.376,82799.603,85646.013,83928.612,83962.769,84865.482,82589.89,84652.718,80942.381,85840.101,82665.313,83321.692,81266.772,81259.306
X-n502-k39,CA-KNN4,100,20,82760.93,84456.835,81396.029,82629.584,79006.472,82064.761,84536.103,82672.261,84665.816,83831.38,83797.24,83751.272,82056.636,83945.295,80832.006,86443.753,82826.514,83186.375,81111.122,81280.556
X-n502-k39,CA-KNN4,100,21,82720.301,84086.264,81225.456,81978.254,78844.542,82020.852,84621.776,82582.087,84370.574,83970.307,83571.849,82946.583,81223.321,83814.106,79861.23,86046.788,82716.918,82418.507,80933.741,81137.314
X-n502-k39,CA-KNN4,100,22,81967.612,84270.027,81089.667,81730.641,78940.444,81232.94,83573.554,81932.737,84840.892,84508.713,83668.089,82066.911,81115.372,84733.195,80071.282,85825.023,81764.842,81689.838,81208.569,81353.242
X-n502-k39,CA-KNN4,100,23,81500.957,84436.5,80839.074,81607.63,78977.987,81022.035,83422.933,81516.052,84127.329,84659.744,83474.129,81862.018,81384.145,84231.14,79607.866,85294.493,81025.739,81823.344,81344.71,81517.534
X-n502-k39,CA-KNN4,100,24,81607.106,83581.933,80467.575,81417.173,78959.082,80719.468,83170.036,81828.015,83130.889,84528.704,83011.42,81414.037,81265.726,84033.197,79511.516,84963.405,80688.814,81615.005,80770.584,81691.784
X-n502-k39,CA-KNN4,100,25,81479.656,83454.721,80301.774,81346.888,78857.978,80462.557,83104.562,81834.679,82912.934,84151.029,82695.884,81270,81852.943,83270.808,79603.281,84115.839,80629.496,81227.159,80331.132,81099.318
X-n502-k39,CA-KNN4,100,26,81251.014,83175.728,80122.795,81212.421,78918.514,80241.12,83084.058,81240.302,83147.853,84273.481,82098.88,80984.755,82134.402,83725.277,79465.207,83831.488,80489.749,80506.19,79880.277,80682.603
X-n502-k39,CA-KNN4,100,27,80942.752,82840.444,79943.218,81179.194,78811.745,80216.122,82889.97,81337.074,82638.555,83123.39,82151.694,81017.969,82004.629,84077.774,79347.185,82944.074,80174.604,80513.449,79518.818,80646.961
X-n502-k39,CA-KNN4,100,28,80982.933,81924.015,79906.787,81454.496,78674.512,80457.974,82769.235,80847.031,82746.053,83123.698,82311.853,81042.43,81973.949,84397.268,79320.358,82801.136,80220.918,80451.065,79401.928,80635.601
X-n502-k39,CA-KNN4,100,29,81210.561,82223.737,79970.756,81369.616,78689.404,80427.837,82697.168,80568.487,82968.76,82865.725,82517.859,80732.694,81369.002,84243.404,79341.187,82582.658,80100.593,80490.566,79254.448,80727.797
X-n502-k39,CA-KNN4,100,30,81130.707,81621.264,79996.676,81237.351,78681.445,80578.996,82243.481,80420.583,82847.508,82728.181,82411.262,80855.757,81290.116,83898.485,79279.84,82211.978,80057.116,80299.317,78989.811,80860.946
X-n502-k39,CA-KNN4,100,31,80993.636,81590.676,79833.35,80747.986,78707.196,80609.333,82222.276,80469.729,82537.959,82650.608,82283.152,80763.216,81466.399,84390.671,79401.264,81867.891,80011.328,79926.372,78636.348,80810.492
X-n502-k39,CA-KNN4,100,32,80689.669,81481.182,79934.956,80478.752,78598.735,80485.257,82250.877,80762.536,82158.372,82302.719,82306.73,80614.847,81523.282,83197.386,79264.836,81518.217,79854.636,80097.224,78688.109,80780.501
X-n502-k39,CA-KNN4,100,33,80920.413,81454.289,80048.796,80442.758,78626.761,80364.651,82392.44,80102.632,82292.875,82372.893,81955.443,80549.014,81441.127,83720.244,79140.436,81486.54,79687.64,80344.156,78725.79,80570.668
X-n502-k39,CA-KNN4,100,34,80921.915,80758.986,80052.903,80388.034,78431.782,79994.756,82291.433,79759.026,82112.321,83195.292,81843.481,80392.514,81088.471,82686.121,79075.533,81437.855,79428.638,80289.573,78690.139,80511.757
X-n502-k39,CA-KNN4,100,35,80788.129,81209.534,79801.702,80426.242,78590.061,79791.118,82626.456,79623.416,81993.765,82586.523,81495.316,80206.926,81261.782,82377.697,79238.607,81466.299,79510.486,80368.602,78758.931,80606.172
X-n502-k39,CA-KNN4,100,36,80731.208,80871.451,79818.445,80270.896,78448.482,79891.01,82712.688,79580.99,81750.675,81706.529,81771.655,80121.828,81462.074,82473.557,79299.703,81379.574,79773.678,80239.738,78909.536,80636.03
X-n502-k39,CA-KNN4,100,37,80513.478,81082.757,79663.794,80247.227,78480.101,80002.848,82515.686,79471.052,81536.503,81017.071,81493.742,80063.345,81553.624,82385.407,79182.23,81472.958,79452.037,80246.613,78887.326,80827.268
X-n502-k39,CA-KNN4,100,38,80247.214,80874.73,79568.242,80303.765,78550.004,80004.164,82559.827,79501.42,81367.618,80282.305,81203.073,79963.105,81647.107,81839.376,79080.537,81411.862,79216.08,80153.515,78725.896,81111.861
X-n502-k39,CA-KNN4,100,39,80169.317,80921.23,79553.809,80231.265,78413.021,80046.672,82195.08,79430.402,81001.587,80140.753,80559.91,79980.578,81151.564,81859.729,79022.521,81368.256,79280.982,80018.276,78662.872,81183.09
X-n502-k39,CA-KNN4,100,40,79940.252,80621.697,79443.542,79978.873,78410.995,79705.116,81756.655,79481.523,81012.152,79853.281,80565.811,80066.859,81145.811,81933.657,79005.851,81142.165,79216.648,79998.775,78559.807,80986.107
X-n502-k39,CA-KNN4,100,41,79883.936,80615.347,79424.414,79980.034,78462.239,79714.267,81668.968,79358.877,81162.135,79988.606,80577.418,79925.296,81051.472,81571.766,78967.476,81016.558,79034.851,80064.598,78469.832,81201.512
X-n502-k39,CA-KNN4,100,42,79907.354,80792.584,79317.406,80269.533,78768.228,79508.216,81633.699,79462.569,81212.354,79864.244,80692.904,79916.095,81044.417,81399.212,79030.447,80817.832,78792.012,79974.942,78384.465,80907.922
X-n502-k39,CA-KNN4,100,43,79845.733,80634.06,79116.97,80215.978,78863.281,79320.774,81515.29,79570.836,81208.379,79873.968,80694.449,80109.827,81030.535,81216.755,79011.128,81032.502,78786.282,79871.417,78389.235,80885.962
X-n502-k39,CA-KNN4,100,44,80129.77,80278.387,79011.866,80063.743,78677.161,79097.583,81389.268,79531.188,81185.553,79667.622,80823.073,80242.352,80681.559,81271.082,79145.59,81132.582,79094.48,79885.591,78252.084,80618.553
X-n502-k39,CA-KNN4,100,45,80095.699,80308.599,79095.975,79823.823,78669.62,79013.379,81147.983,79315.626,81100.517,79688.954,80427.927,80422.669,80739.837,81125.226,79092.264,81114.552,79052.173,79750.382,78215.318,80588.004
