benchmark,methods,pop_size,generations,run ke-1,run ke-2,run ke-3,run ke-4,run ke-5,run ke-6,run ke-7,run ke-8,run ke-9,run ke-10,run ke-11,run ke-12,run ke-13,run ke-14,run ke-15,run ke-16,run ke-17,run ke-18,run ke-19,run ke-20
X-n1001-k43,CARI,100,5,515187.84,515010.4,516500.14,518486.83,514675.1,517791.27,515286.84,512749.33,515240.21,514653.05,513646.02,516388.55,515511.84,512160.98,514901.95,517552.43,511367.64,514790.07,513964.8,516245.77
X-n1001-k43,CARI,100,6,505756.41,508444.5,507010.65,511520.98,506323.46,507999.98,507969.4,502940.47,506960.34,507679.46,505743.7,510076.57,510272.37,502205.65,508178.19,511502.38,504320.7,509104.09,507163.48,508418.78
X-n1001-k43,CARI,100,7,500763.49,505048.72,500226.42,502816.51,501591.19,502394.47,498875.66,496087.1,500306.59,503669.35,498779.38,502472.4,503627.87,496205.81,501499.68,505450.08,495881.36,502130.27,500908.67,501255.67
X-n1001-k43,CARI,100,8,492481.37,496902.97,493936.64,495270.06,492567.98,496615.38,491600.19,491194.45,495380.38,495877.79,492070.11,494226.87,492833.76,487465.54,494462.23,500494.3,487392.21,494950.5,493414.8,491832.49
X-n1001-k43,CARI,100,9,487146.57,490528.47,485802.09,488591.94,485821.02,495435.88,480994.6,486392.59,488254.76,489633.63,488014.7,489312.83,487638.98,480499.87,485751.41,494525.92,480588.04,488184.34,485573,485931.68
X-n1001-k43,CARI,100,10,481726.35,483985.02,480825.05,483738.78,478439.68,487586.94,473448.14,480205.79,477767.03,483909.83,482992.74,480634.1,481927.88,473792.32,480844.69,486184.21,474451.3,482228.94,479815.9,479141.84
X-n1001-k43,CARI,100,11,471419.02,476660.52,472103.63,476669.3,471500.75,476420.04,468057.63,472683.24,470185.54,475551.12,477874.82,474964.31,477905.62,467034.37,474494.38,475692.73,469709.19,475390.46,473325.2,473868.29
X-n1001-k43,CARI,100,12,462723.84,472877.05,464118.05,471265.28,466191.48,469517.68,461936.99,467123.08,464337.18,465495.21,469968.29,469539.55,472938.75,460063.26,471851.68,470485.25,464166.79,472305.91,465589.45,467737.09
X-n1001-k43,CARI,100,13,457359.89,464589.56,459514.28,469274.83,459273.68,465038.77,454058.61,460511.52,458917.89,457310.33,463595.21,467032.19,469190.9,454657.16,467667.77,463335.98,457752.96,465533.04,460080.02,460485.94
X-n1001-k43,CARI,100,14,451717.91,458261.62,456777.9,461805.47,454958.89,459165.78,445910.82,453990.97,452334.21,452282.05,455959.43,463407.42,463103.29,451251.15,462396.1,458105.98,453510.05,459631.47,454180.92,457028.08
X-n1001-k43,CARI,100,15,444925.95,452377.15,451972,453764.48,448879.67,453358.47,443410.51,450091.34,446463.5,447122.53,451950.95,455001.53,456495.98,448170.29,455935.98,455596.52,447751.39,455020.88,445885.76,452005.54
X-n1001-k43,CARI,100,16,438858.76,443608.43,447176.86,446812.22,444302.91,445048.87,440292.03,442384.17,442378.1,442692.26,446134.77,450669.49,451092.9,439986.87,449464.81,451536.88,446004.9,447676.18,440614.25,446822.12
X-n1001-k43,CARI,100,17,434398.97,438896.08,440284.47,441277.36,437834.58,439027.4,434894.34,438135.84,438172.81,439093.32,439440.09,446397.5,446751.89,431685,444733.15,446753.45,441489.96,442308.68,433661.28,441771.93
X-n1001-k43,CARI,100,18,427099.38,435299.97,434951.82,434992.9,435468.31,434138.83,431411.45,432894.51,432806.58,435518.84,434482.54,441448.76,443385.04,428042.98,437670.2,442808.47,439135.67,439748.42,430362.95,438045.78
X-n1001-k43,CARI,100,19,422999.28,430588.82,430365.45,426999.96,430808.24,429134.74,428134.05,426530.59,426808,431843.88,430506.64,435103.72,436236.56,425800.36,432070.78,438986.65,433926.2,433291.41,426518.26,432279.15
X-n1001-k43,CARI,100,20,418041.98,425018.27,425108.71,422364.93,428960.76,425487.13,422576.64,424792.7,421100.9,427513.48,425081.88,429128.77,433874.9,423209.45,427711.59,434652.85,428630.75,430851.11,420087.2,425548.15
X-n1001-k43,CARI,100,21,416634.8,418203.37,417712.07,419876.7,425550.07,422844.56,418675.08,421039.58,416141.02,421715.95,418734.17,422955.98,429838.17,420533.91,424839.81,427458.24,423019.38,426960.79,416938.47,421171.21
X-n1001-k43,CARI,100,22,413754.1,414473.49,413818.97,416433.94,420972.99,415479.49,414918.59,416470.36,414608.8,415043.19,412515.77,413379.66,422714.86,415706.14,423860.68,421777.81,416788.83,423918.64,412739.52,418399.72
X-n1001-k43,CARI,100,23,410349.12,408581.78,409978.58,412819.57,418914.05,409375.03,413681.22,412326.92,411808.12,409406.92,406575.95,404749.83,419478.08,411011.9,417795.19,418917.45,413869.24,420825.21,406506.2,412522.12
X-n1001-k43,CARI,100,24,408961.11,405077.01,403439.72,409684.31,417490.11,404654.84,409018.18,408945.51,409348.93,404136.34,403096.43,399374.76,413854.84,406748.06,414164.69,415089.85,410109.72,416708.53,403274.49,409784.9
X-n1001-k43,CARI,100,25,406191.82,401524.19,399640.68,407929.87,415022.69,398680.65,407262.99,405302.72,404629.07,400568.19,394327.61,393269.41,409762.42,404130.85,408440.97,412762.8,407997.02,414130.58,398689.48,405854.51
X-n1001-k43,CARI,100,26,402078.17,397797.77,397477.51,405300.92,411088.42,394681.94,406146.18,403685.12,400553.83,396872.17,393390.85,389070.7,407216.95,398612.37,401799.06,409137.62,402525.55,410579.02,395395.21,400386.28
X-n1001-k43,CARI,100,27,398018.05,392758.38,393660.13,400524.97,406500.56,389878.56,403668.29,401531.42,398304.9,393131.72,393000.08,385227.34,404622.55,394891.56,397280.83,405929.79,399019.27,408198.51,390913.63,394944.91
X-n1001-k43,CARI,100,28,395130.54,388411.32,391242.54,397347.17,403131.1,386527.72,403064.28,399706.39,394317.88,389360.93,390508.52,382254.7,402490.12,391626.1,397054.93,403619.88,397012.5,405464.44,388178.65,391450.44
X-n1001-k43,CARI,100,29,390086.73,385524.66,389441.37,394591.75,400448.61,383655.98,400655.02,398212.59,393600.99,384700.51,385881.34,379927.28,399752.57,388129.06,394086.49,400003.28,394351.22,401989.67,385370.3,389566.67
X-n1001-k43,CARI,100,30,384967.29,381733.35,386563.94,391519.59,397603.05,380777,397561.39,396594.28,390121.11,383185.52,382709.37,375435.27,394655,384107.26,391147.56,397365.84,391541.72,400796.72,381815.21,385276.8
X-n1001-k43,CARI,100,31,382695.09,377708.64,383718.45,389190.44,395931.74,378983.88,393180.82,393853.45,386034.15,381203.52,380284.95,373726.71,391496.42,380673.61,387881.56,394959.72,388850.3,397853.6,378106.13,382121.54
X-n1001-k43,CARI,100,32,378261.59,373485.92,380648.78,387081.84,396002.34,378691.45,390329.21,390012.33,380994.78,377689.04,378287.17,371462.83,387224.41,377384.26,386223.71,392086.69,384350.68,396634.69,375478,378675.24
X-n1001-k43,CARI,100,33,377316.78,370045.9,379865.81,385122.98,393082.8,375512.68,388460.67,385747.22,376328.92,376299.03,375734.02,369531.04,385415.04,373753.39,383613.08,388085.79,380984.09,393905.45,371854.71,375240.55
X-n1001-k43,CARI,100,34,371383.39,368932.68,378242,383231.91,391513.09,373970.86,386988.09,384725.89,371617.73,374754.84,374556.29,367795.53,384198.18,372605.11,381947.01,387657.72,377709.96,392961.51,368604.91,374339.38
X-n1001-k43,CARI,100,35,369961.88,367497.84,376640.06,381635.97,390580.32,371135.36,381612.72,382492.22,370526.4,372650.43,371058.06,366190.15,382152.12,369743.32,382759.55,387143.08,372044.64,391760.93,366577.17,370950.86
X-n1001-k43,CARI,100,36,368550.8,365013.7,374706.54,381275.76,389498.71,368407.17,378897.64,381478.91,368509.2,371259.29,369600.67,363364.33,380047.82,368439.94,377931.8,382836.35,369366.68,390399.13,364994.24,366406.66
X-n1001-k43,CARI,100,37,366219.98,363349.01,372993.34,380612.73,388781.91,366095.32,374590.09,379845.33,366650.33,368391.46,368784.3,361795.98,378489.03,366162.14,375846.88,381262.23,366324.45,389354.27,363597.13,364090.44
X-n1001-k43,CARI,100,38,364214.46,361382.47,371152.83,378310.8,387451.7,363655.89,372116.45,379195.92,362721.37,367208.44,367308.46,361317.67,376451.81,363599.89,374838.21,379077.17,365758.39,387867.45,361799.94,362100.76
X-n1001-k43,CARI,100,39,360487.19,358594.64,370090.53,376646.25,384772.16,361793.1,370553.11,377347.95,360598.75,365691.3,365312.11,360746.55,375079.43,360883.33,373276.59,376622.81,364050.27,385335.67,360028,358891.9
X-n1001-k43,CARI,100,40,356604.59,354796.88,367600.4,373488.33,382142.39,362248.85,369102.64,375734.27,358748.65,363387.92,362126.93,359330.44,372159.81,357001.59,371381.97,374892.33,361502.75,384965.15,358606.54,355036.74
X-n1001-k43,CARI,100,41,355150.41,352974.88,365913.87,371962.32,381187.02,359890.6,367955.26,372779.22,356884.68,361124.58,359837.83,357394.3,368964.12,356526.64,368511.28,371943.15,360141.94,382509.21,355495.53,352633.81
X-n1001-k43,CARI,100,42,353188.78,351387.28,363883.33,371423.05,379491.59,357590.59,366494.23,371338.84,352158.91,359439.61,357979.98,355484.27,366022.76,356430.81,366916.33,370628.9,357012.18,381524.99,352327.63,350717.76
X-n1001-k43,CARI,100,43,352092.25,347129.94,363317.65,369734.08,378121.22,357258.35,364476.81,369833.98,351247.53,356888.2,355985.16,354058.8,363345.37,353758.03,364271.29,370355.8,354688.54,379925.34,350176.03,347516.97
X-n1001-k43,CARI,100,44,350722.19,345041.52,362951.15,368825.1,376418.4,356266.44,363681.41,368064.4,350350.84,354434.52,354211.56,352307.93,362867.49,352462.44,362485.22,369648.64,350059.91,378096.37,348082.2,345624.12
X-n1001-k43,CARI,100,45,349967.52,342397.47,361411.47,368702.96,374704.5,355112.42,362034.62,366175.28,346578.66,353098.58,353180.06,351084.85,361296.99,349851.93,359768.76,367586.92,348258.14,377298.25,348316.31,344107.71
X-n1001-k43,CARI,100,46,346315.88,340779.41,359698.83,367960.95,373542.4,353529.88,361321.34,365831.18,345006.16,350666.68,352347.37,350050.8,359399.33,348553.01,357576.55,366781.59,346791.04,377043.1,345142.25,341636.71
X-n1001-k43,CARI,100,47,346173.6,338925.43,358910.3,366618.06,372095.29,351365.91,359995.54,364420,344831.6,347422.31,351463.08,348766.38,358341.5,346312.58,356124.97,364821.46,344136.67,376262.47,342664.29,339949.19
X-n1001-k43,CARI,100,48,344304.93,337413.57,357101.97,366089.18,371098.02,349879.86,358160.38,362741.92,344591.3,345636.66,350732.6,346908.98,355781.43,343905.85,353622.89,363433.26,343064.69,375052.13,341130.31,339678.07
X-n1001-k43,CARI,100,49,342660.74,336537.66,355705.84,364475.18,369946.39,348373.44,357034,360858.38,342048.93,344181.73,349596.52,345120.84,354487.7,342135.41,352283.19,362959.72,340998.71,374474.66,338842.78,337600.07
X-n1001-k43,CARI,100,50,340467.8,334843.81,354525.66,363588.09,368945.53,348237.36,355791.48,359211.52,340914.89,343554.46,348583.32,344218.15,352222.5,340075.78,350730.17,361952.46,340175.81,372504.2,337233.27,336730.68
X-n1001-k43,CA-NN,100,1,86199.179,86185.4,86185.4,86185.4,86185.4,86191.877,86192.438,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4
X-n1001-k43,CA-NN,100,2,86211.324,86185.4,86185.4,86185.4,86185.4,86196.839,86192.438,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86192.817,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4
X-n1001-k43,CA-NN,100,3,86209.69,86205.783,86185.4,86185.4,86185.4,86191.877,86185.4,86185.4,86185.4,86185.4,86192.438,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4
X-n1001-k43,CA-NN,100,4,86185.4,86205.783,86185.4,86185.4,86185.4,86191.877,86185.4,86185.4,86185.4,86185.4,86197.545,86185.4,86185.4,86185.4,86193.303,86185.4,86185.4,86185.4,86185.4,86185.4
X-n1001-k43,CA-NN,100,5,86185.4,86226.166,86185.4,86185.4,86185.4,86185.4,86185.4,86205.783,86185.4,86185.4,86209.69,86185.4,86185.4,86185.4,86201.206,86185.4,86185.4,86185.4,86185.4,86185.4
X-n1001-k43,CA-NN,100,6,86196.297,86304.557,86185.4,86185.4,86185.4,86185.4,86196.297,86186.561,86185.4,86185.4,86209.69,86185.4,86185.4,86199.527,86209.109,86185.4,86185.4,86185.4,86185.4,86185.4
X-n1001-k43,CA-NN,100,7,86207.194,86306.056,86185.4,86185.4,86185.4,86185.4,86215.317,86185.4,86192.817,86185.4,86246.125,86185.4,86185.4,86199.527,86209.109,86185.4,86191.41,86185.4,86185.4,86185.4
X-n1001-k43,CA-NN,100,8,86196.297,86284.031,86199.179,86185.4,86185.4,86185.4,86213.204,86185.4,86192.817,86185.4,86227.816,86185.4,86185.4,86227.433,86201.206,86185.4,86185.4,86185.4,86185.4,86205.783
X-n1001-k43,CA-NN,100,9,86185.4,86308.726,86185.4,86185.4,86185.4,86185.4,86209.88,86185.4,86192.817,86185.4,86198.572,86185.4,86185.4,86203.831,86193.303,86185.4,86185.4,86185.4,86205.783,86263.791
X-n1001-k43,CA-NN,100,10,86185.4,86366.326,86185.4,86185.4,86185.4,86190.362,86232.127,86185.4,86192.817,86185.4,86185.4,86185.4,86185.4,86205.183,86185.4,86191.877,86193.303,86185.4,86205.783,86280.89
X-n1001-k43,CA-NN,100,11,86192.438,86313.324,86185.4,86185.4,86185.4,86196.372,86195.688,86185.4,86200.234,86185.4,86185.4,86185.4,86185.4,86193.884,86185.4,86199.965,86184.692,86185.4,86205.783,86377.845
X-n1001-k43,CA-NN,100,12,86192.438,86194.96,86185.4,86185.4,86205.783,86191.41,86181.959,86185.4,86192.817,86185.4,86185.4,86191.877,86185.4,86188.228,86185.4,86212.919,86184.692,86185.4,86226.166,86337.129
X-n1001-k43,CA-NN,100,13,86185.4,86182.925,86190.362,86185.4,86185.4,86185.4,86193.528,86185.4,86200.234,86185.4,86185.4,86185.4,86185.4,86191.056,86185.4,86209.664,86183.63,86185.4,86211.737,86232.467
X-n1001-k43,CA-NN,100,14,86185.4,86176.746,86190.362,86185.4,86185.4,86185.4,86216.047,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86188.228,86185.4,86198.354,86185.052,86185.4,86209.303,86251.915
X-n1001-k43,CA-NN,100,15,86185.4,86168.005,86190.362,86198.915,86194.394,86185.4,86186.435,86185.4,86190.362,86185.4,86185.4,86185.4,86191.41,86185.4,86185.4,86204.831,86187.182,86185.4,86205.783,86212.206
X-n1001-k43,CA-NN,100,16,86185.4,86164.633,86227.954,86192.438,86203.388,86185.4,86168.054,86202.616,86185.4,86185.4,86185.4,86193.303,86185.4,86197.545,86185.4,86191.877,86202.291,86185.4,86205.783,86162.464
X-n1001-k43,CA-NN,100,17,86185.4,86168.629,86220.765,86185.4,86194.394,86185.4,86170.532,86202.616,86185.4,86185.4,86185.4,86226.772,86185.4,86203.526,86185.4,86191.877,86179.868,86185.4,86185.4,86184.403
X-n1001-k43,CA-NN,100,18,86185.4,86162.2,86263.736,86197.545,86185.4,86185.4,86184.933,86185.4,86185.4,86185.4,86185.4,86204.492,86185.4,86207.453,86197.545,86185.4,86209.732,86185.4,86185.4,86166.442
X-n1001-k43,CA-NN,100,19,86185.4,86163.52,86364.444,86197.545,86185.4,86199.179,86204.188,86185.4,86185.4,86185.4,86201.293,86193.303,86202.001,86219.598,86220.587,86185.4,86205.004,86185.4,86185.4,86145.12
X-n1001-k43,CA-NN,100,20,86185.4,86168.388,86363.241,86208.982,86192.438,86212.958,86224.859,86194.394,86185.4,86185.4,86218.248,86209.109,86185.4,86205.216,86208.442,86202.616,86165.12,86185.4,86185.4,86135.701
X-n1001-k43,CA-NN,100,21,86185.4,86115.01,86359.368,86245.619,86201.432,86199.179,86209.42,86185.4,86185.4,86185.4,86202.001,86201.206,86185.4,86200.262,86208.442,86202.616,86159.558,86190.362,86185.4,86181.536
X-n1001-k43,CA-NN,100,22,86185.4,86090.367,86375.974,86236.345,86185.4,86226.737,86239.219,86185.4,86185.4,86185.4,86235.203,86185.4,86185.4,86200.262,86196.297,86202.616,86173.959,86190.362,86185.4,86208.679
X-n1001-k43,CA-NN,100,23,86185.4,86086.185,86408.436,86254.307,86185.4,86239.808,86221.975,86185.4,86185.4,86185.4,86218.602,86185.4,86199.179,86200.262,86185.4,86202.616,86159.33,86190.362,86185.4,86289.178
X-n1001-k43,CA-NN,100,24,86185.4,86093.985,86342.093,86208.015,86185.4,86260.074,86180.253,86185.4,86185.4,86185.4,86235.203,86185.4,86212.958,86210.17,86185.4,86185.4,86158.748,86185.4,86185.4,86305.822
X-n1001-k43,CA-NN,100,25,86197.545,86069.375,86239.31,86221.062,86185.4,86237.587,86180.127,86185.4,86185.4,86185.4,86185.4,86193.303,86212.958,86195.308,86185.4,86185.4,86162.373,86185.4,86185.4,86306.42
X-n1001-k43,CA-NN,100,26,86193.303,86058.212,86247.579,86175.835,86185.4,86229.262,86164.562,86185.4,86185.4,86185.4,86185.4,86201.206,86212.958,86195.308,86185.4,86185.4,86166.958,86185.4,86185.4,86225.581
X-n1001-k43,CA-NN,100,27,86185.4,86036.422,86216.092,86183.624,86185.4,86226.784,86165.624,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86200.262,86185.4,86185.4,86180.73,86185.4,86185.4,86175.516
X-n1001-k43,CA-NN,100,28,86185.4,86033.238,86205.248,86170.748,86185.4,86237.287,86182.275,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86205.216,86185.4,86185.4,86189.563,86185.4,86185.4,86082.437
X-n1001-k43,CA-NN,100,29,86185.4,86032.644,86215.172,86158.973,86185.4,86214.95,86165.522,86185.4,86185.4,86194.394,86185.4,86185.4,86209.418,86235.944,86185.4,86193.303,86187.56,86185.4,86185.4,86069.206
X-n1001-k43,CA-NN,100,30,86185.4,86028.924,86200.286,86153.053,86185.4,86255.335,86161.376,86185.4,86185.4,86194.394,86185.4,86185.4,86185.4,86209.435,86185.4,86193.303,86165.663,86185.4,86185.4,86072.544
X-n1001-k43,CA-NN,100,31,86194.394,86023.397,86210.21,86157.438,86185.4,86271.406,86165.168,86185.4,86185.4,86205.783,86185.4,86185.4,86199.527,86190.354,86185.4,86193.303,86151.77,86185.4,86185.4,86093.736
X-n1001-k43,CA-NN,100,32,86194.394,86014.383,86200.286,86175.656,86193.303,86275.873,86159.48,86185.4,86185.4,86205.783,86185.4,86185.4,86185.4,86206.377,86186.561,86185.4,86152.124,86185.4,86185.4,86155.5
X-n1001-k43,CA-NN,100,33,86194.394,86015.505,86208.189,86173.279,86201.206,86284.504,86173.581,86185.4,86185.4,86205.783,86185.4,86185.4,86185.4,86207.538,86187.722,86185.4,86152.478,86185.4,86186.561,86055.37
X-n1001-k43,CA-NN,100,34,86194.394,85993.843,86195.324,86126.544,86201.206,86234.36,86177.558,86185.4,86185.4,86205.783,86185.4,86185.4,86185.4,86242.982,86218.45,86185.4,86150.354,86185.4,86185.4,86017.663
X-n1001-k43,CA-NN,100,35,86212.382,85991.124,86195.324,86146.422,86209.109,86250.77,86218.895,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86244.453,86190.044,86185.4,86150.708,86185.4,86185.4,86001.063
X-n1001-k43,CA-NN,100,36,86239.364,86017.226,86195.324,86170.792,86220.316,86283.329,86232.674,86185.4,86185.4,86185.4,86191.41,86185.4,86196.297,86243.292,86190.044,86185.4,86168.295,86185.4,86193.303,85998.234
X-n1001-k43,CA-NN,100,37,86220.059,86018.814,86195.324,86137.725,86228.837,86253.728,86191.337,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86228.43,86188.883,86185.4,86150.354,86185.4,86196.589,86013.584
X-n1001-k43,CA-NN,100,38,86219.742,85985.22,86190.362,86135.918,86242.575,86270.505,86163.779,86185.4,86185.4,86185.4,86185.4,86185.4,86185.4,86225.032,86195.36,86185.4,86150.354,86185.4,86188.686,86056.068
X-n1001-k43,CA-NN,100,39,86218.474,85987.713,86190.362,86103.196,86258.999,86267.217,86150,86185.4,86185.4,86185.4,86185.4,86206.963,86185.4,86220.078,86200.004,86185.4,86150.354,86185.4,86191.972,86032.823
X-n1001-k43,CA-NN,100,40,86197.95,85972.892,86185.4,86092.097,86234.672,86232.877,86150,86185.4,86185.4,86202.001,86196.297,86200.286,86202.001,86210.17,86209.743,86185.4,86150,86185.4,86188.686,86048.381
X-n1001-k43,CA-NN,100,41,86196.048,85985.434,86185.4,86085.118,86207.834,86276.56,86150,86185.4,86185.4,86218.602,86196.297,86210.745,86185.4,86205.216,86213.898,86185.4,86150,86185.4,86185.4,86056.932
X-n1001-k43,CA-NN,100,42,86191.927,85984.645,86185.4,86082.029,86231.874,86166.399,86150,86185.4,86185.4,86246.1,86196.297,86243.408,86185.4,86200.262,86201.887,86193.303,86150,86185.4,86199.179,86042.37
X-n1001-k43,CA-NN,100,43,86209.549,85998.035,86185.4,86075.482,86204.837,86181.736,86163.779,86185.4,86185.4,86238.493,86185.4,86245.05,86185.4,86195.308,86213.892,86193.303,86150,86185.4,86185.4,86065.923
X-n1001-k43,CA-NN,100,44,86206.023,86012.564,86185.4,86093.662,86225.681,86213.118,86177.558,86185.4,86185.4,86218.602,86185.4,86224.667,86185.4,86190.354,86230.812,86193.303,86150,86185.4,86185.4,86062.892
X-n1001-k43,CA-NN,100,45,86229.729,86000.82,86185.4,86112.957,86251.404,86166.753,86205.116,86185.4,86185.4,86235.956,86185.4,86224.667,86185.4,86190.354,86247.506,86201.206,86150,86185.4,86185.4,86023.657
X-n1001-k43,CA-NN,100,46,86235.395,86041.924,86185.4,86128.97,86227.291,86151.416,86163.779,86185.4,86185.4,86248.534,86193.303,86241.175,86185.4,86190.354,86242.984,86201.206,86150,86185.4,86185.4,86013.78
X-n1001-k43,CA-NN,100,47,86231.591,86012.666,86185.4,86144.2,86197.934,86151.416,86177.558,86185.4,86185.4,86250.169,86201.206,86218.062,86185.4,86195.308,86240.437,86201.206,86150,86185.4,86185.4,86044.139
X-n1001-k43,CA-NN,100,48,86304.948,85980.805,86185.4,86190.086,86170.109,86151.77,86163.779,86185.4,86185.4,86256.179,86209.109,86199.076,86197.545,86200.262,86244.494,86191.877,86150,86185.4,86185.4,86055.5
X-n1001-k43,CA-NN,100,49,86225.885,85995.41,86185.4,86230.275,86147.053,86151.416,86150,86185.4,86185.4,86268.199,86209.109,86214.168,86185.4,86195.308,86259.658,86185.4,86150,86185.4,86185.4,86042.566
X-n1001-k43,CA-NN,100,50,86239.442,85996.992,86185.4,86178.171,86141.371,86152.478,86150,86185.4,86185.4,86255.669,86201.206,86260.523,86185.4,86205.216,86246.898,86185.4,86150,86185.4,86185.4,85990.784
X-n1001-k43,CA-KNN2,100,1,97387.894,97713.039,97734.886,97919.462,97365.518,97667.215,97776.139,97952.737,97433.692,97844.031,97492.458,97646.498,97966.467,97629.441,97274.722,98106.965,97299.535,97999.83,97581.219,97934.962
X-n1001-k43,CA-KNN2,100,2,99498.266,100376.573,100506.41,100064.326,99703.566,100025.373,100208.737,99212.829,100417.022,100072.118,98919.833,100087.665,99852.632,99472.477,98923.261,99722.859,98828.505,99806.422,99597.933,99699.85
X-n1001-k43,CA-KNN2,100,3,101841.356,102230.603,101694.583,101901.59,101641.346,101748.176,101812.534,101735.458,102331.861,102000.308,101610.824,102224.421,101980.32,101200.633,100164.843,101352.747,100645.223,102504.801,102000.564,101810.919
X-n1001-k43,CA-KNN2,100,4,104296.569,102771.874,102935.702,103876.22,104306.204,103937.559,103230.352,102688.072,104307.972,103769.449,102546.662,103938.4,105159.38,101932.132,100336.798,103061.691,102521.649,103815.536,102928.566,103715.221
X-n1001-k43,CA-KNN2,100,5,105647.2,104230.413,103738.22,106548.044,105886.333,105203.603,104741.649,104579.813,106081.176,105799.171,103184.345,105307.018,105788.918,103788.867,101982.054,103425.652,104427.915,105500.396,103840.25,104818.327
X-n1001-k43,CA-KNN2,100,6,107529.974,104424.172,104530.78,107999.692,108536.068,106386.888,105810.902,106942.188,106095.675,107934.376,106159.037,106194.898,106281.616,105303.865,103282.767,104300.888,106022.015,107494.578,105186.821,105465.687
X-n1001-k43,CA-KNN2,100,7,109535.634,104537.725,106444.868,109604.904,109498.122,107253.253,108121.716,107939.6,108303.403,109346.416,106107.597,106771.472,109122.898,107017.07,101789.482,106151.514,107902.949,109387.072,106619.174,106954.984
X-n1001-k43,CA-KNN2,100,8,111537.928,105148.644,106143.049,111358.106,110565.438,109108.936,110534.816,109170.073,106948.236,109247.64,106754.281,108067.316,110028.42,108052.298,101826.157,107516.906,108579.328,109752.328,108664.286,108334.959
X-n1001-k43,CA-KNN2,100,9,112464.256,107454.817,106879.882,112738.29,111308.946,109737.36,111504.046,107883.325,105754.438,110246.89,107836.652,109054.194,111388.74,108575.354,101856.694,108133.483,108793.27,110401.728,108381.516,107773.834
X-n1001-k43,CA-KNN2,100,10,112317.952,109565.09,108912.041,111015.818,112503.769,109128.342,112231.234,108346.143,105904.06,112015.32,109837.374,109476.322,111635.8,110103.265,100049.55,108364.973,109118.33,112124.584,107249.296,106862.948
X-n1001-k43,CA-KNN2,100,11,112560.234,109621.166,106371.858,112402.724,112175.08,108943.234,112002.564,105768.76,103786.949,112788.43,110683.907,108494.441,111662.75,109057.432,99614.617,109335.524,109647.224,112294.662,108165.24,105328.857
X-n1001-k43,CA-KNN2,100,12,111472.002,111298.67,104977.679,111568.872,112871.88,107509.276,113835.391,106578.077,102386.323,112166.55,110830.757,107788.869,114017.05,108851.909,98641.182,108679.378,108814.754,112434.73,107348.105,104969.405
X-n1001-k43,CA-KNN2,100,13,109540.897,109738.759,104587.051,111190.216,113753.47,107608.095,113717.14,105664.607,101804.002,113224.5,111561.747,106441.646,115714.93,108345.051,97961.814,107119.978,108152.551,112258.71,107580.292,104107.994
X-n1001-k43,CA-KNN2,100,14,109103.563,108836.435,103606.415,110050.861,113932.77,105367.13,113136.82,105114.62,102132.888,113400.24,111246.517,105224.342,115292.79,107817.08,97813.465,105187.013,107194.982,110718.61,107327.591,104099.657
X-n1001-k43,CA-KNN2,100,15,107258.284,108473.802,102599.734,109894.574,115514.16,106205.608,113182.97,104722.404,99633.389,113740.89,111882.634,104020.394,114395.32,108329.892,97798.178,105833.993,106184.162,109496.89,107612.388,102052.487
X-n1001-k43,CA-KNN2,100,16,106293.559,107308.849,100218.595,108625.479,113197.85,105123.266,113588.98,102768.113,98757.515,114266.01,110409.18,103673.141,113253.85,108508.045,96149.37,103923.642,105786.256,110350.19,107782.612,101980.349
X-n1001-k43,CA-KNN2,100,17,106637.449,106910.363,97857.453,107884.704,112116.572,104682.91,112709.81,101777.754,98669.557,114194.93,112715.2,103925.321,113084.29,106288.866,95001.822,103936.731,104899.614,108353.06,107140.587,101951.884
X-n1001-k43,CA-KNN2,100,18,106389.686,105770.171,96708.705,105590.204,109750.014,103341.705,112715.28,101154.09,97198.635,114293.94,112227.85,103728.678,110723.77,105748.285,94610.111,103309.49,105050.729,106629.48,106608.382,102248.896
X-n1001-k43,CA-KNN2,100,19,105381.036,104674.398,97119.334,104968.446,106460.254,102660.641,111357.71,100560.874,97207.817,116514.69,111529.47,103078.644,109790.28,105572.499,94504.667,102012.484,104439.269,106048.848,107381.926,101571.4
X-n1001-k43,CA-KNN2,100,20,104015.924,103981.293,96409.761,103949.916,106676.748,101735.91,111056.7,99352.376,97117.505,116663.92,112129.16,101381.027,109017.43,103666.12,94440.167,102248.233,103435.339,104985.797,108143.809,101748.92
X-n1001-k43,CA-KNN2,100,21,103569.266,103133.799,96001.232,102878.765,106335.93,100715.924,108304.93,98612.091,97167.921,115789.15,111809.46,100481.144,108713.91,103019.351,94229.389,102111.136,103194.616,103630.629,106877.595,100071.706
